||||||265***@qq.com|2088002012732335|USD||||||success||2018-11-27 13:53:42|2018-11-27 13:54:07|||||||E01010000000001|ALIPAY||2018112700222135407032331029840327|2018-11-27 13:54:07|trade_status_sync|||E000000120181127112325|2088231446546560||||[{"BANKCARD":"235.64"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000001|||34.0|2018112722001432331009573540|TRADE_SUCCESS|||USD||2018-11-27 11:24:21|11:24:21|1||
||||||v1v***@163.com|2088302875501610|USD||||||success||2018-11-27 13:55:59|2018-11-27 13:56:06|||||||E01010000000001|ALIPAY||2018112700222135606001611027850981|2018-11-27 13:56:06|trade_status_sync|||E000000220181127112546|2088231446546560||||[{"BANKCARD":"333.85"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000002|||48.0|2018112722001401611008834674|TRADE_SUCCESS|||USD||2018-11-27 11:26:42|11:26:42|1||
||||||139****9629|2088312195408535|USD||||||success||2018-11-27 14:00:05|2018-11-27 14:00:30|||||||E01010000000001|ALIPAY||2018112700222140030008531026266599|2018-11-27 14:00:30|trade_status_sync|||E000000120181127112944|2088231446546560||||[{"PCREDIT":"987.64","PCC_PROD_ID":"9102"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000001|||142.0|2018112722001408531007871064|TRADE_SUCCESS|||USD||2018-11-27 11:30:39|11:30:39|1||
||||||186****8640|2088412422258985|USD||||||success||2018-11-27 14:08:27|2018-11-27 14:08:36|||||||E01010000000001|ALIPAY||2018112700222140836058981031747700|2018-11-27 14:08:36|trade_status_sync|||E000000120181127113812|2088231446546560||||[{"PCREDIT":"478.22","PCC_PROD_ID":"9102"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000001|||69.0|2018112722001458981010925087|TRADE_SUCCESS|||USD||2018-11-27 11:39:05|11:39:05|1||
||||||837***@qq.com|2088302281555683|LKR||||||success||2018-11-27 17:44:10|2018-11-27 17:44:20|||||||E01010000000002|ALIPAY||2018112700222174420055681025592989|2018-11-27 17:44:20|trade_status_sync|||E000000720181127151205|2088231446546560||||[{"BANKCARD":"161.76"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||4170.0|2018112722001455681007979631|TRADE_SUCCESS|||LKR||2018-11-27 15:12:58|15:12:58|1||
||||||837***@qq.com|2088302281555683|LKR||||||success||2018-11-27 17:45:26|2018-11-27 17:45:40|||||||E01010000000002|ALIPAY||2018112700222174541055681025656073|2018-11-27 17:45:41|trade_status_sync|||E000000720181127151519|2088231446546560||||[{"BANKCARD":"281.24"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||7250.01|2018112722001455681007980939|TRADE_SUCCESS|||LKR||2018-11-27 15:16:09|15:16:09|1||
||||||hel***@126.com|2088002145942995|LKR||||||success||2018-11-27 17:46:07|2018-11-27 17:46:49|||||||E01010000000002|ALIPAY||2018112700222174649042991032815866|2018-11-27 17:46:49|trade_status_sync|||E000000520181127151547|2088231446546560||||[{"BANKCARD":"1196.72"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||30850.0|2018112722001442991011756492|TRADE_SUCCESS|||LKR||2018-11-27 15:16:43|15:16:43|1||
||||||134****6213|2088902866249370|LKR||||||success||2018-11-27 17:46:53|2018-11-27 17:46:59|||||||E01010000000002|ALIPAY||2018112700222174659049371027038230|2018-11-27 17:46:59|trade_status_sync|||E000000720181127151641|2088231446546560||||[{"BANKCARD":"150.90"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||3890.0|2018112722001449371008135930|TRADE_SUCCESS|||LKR||2018-11-27 15:17:37|15:17:37|1||
||||||xia***@yahoo.com.cn|2088002334839590|LKR||||||success||2018-11-27 17:50:48|2018-11-27 17:50:59|||||||E01010000000002|ALIPAY||2018112700222175059039591026627921|2018-11-27 17:50:59|trade_status_sync|||E000000520181127152037|2088231446546560||||[{"BANKCARD":"804.92"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||20750.0|2018112722001439591007689902|TRADE_SUCCESS|||LKR||2018-11-27 15:21:33|15:21:33|1||
||||||134****6213|2088902866249370|LKR||||||success||2018-11-27 17:51:40|2018-11-27 17:51:49|||||||E01010000000002|ALIPAY||2018112700222175149049371026939008|2018-11-27 17:51:49|trade_status_sync|||E000000720181127152130|2088231446546560||||[{"BANKCARD":"500.41"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000007|||12900.02|2018112722001449371008136661|TRADE_SUCCESS|||LKR||2018-11-27 15:22:26|15:22:26|1||
